project_id,state,district,latitude,longitude,project_type,implementing_department,land_area_hectares,families_affected,compensation_assessed_inr,compensation_disbursed_pct,legal_disputes_count,notification_date,approval_stage,rr_progress_pct,stakeholder_responsiveness,historical_dept_avg_delay_days,last_activity_date,risk_score_raw,delayed,delay_days
LA-2025-0522,Gujarat,Bharuch,22.1449,70.8451,Irrigation/Water Res.,State Water Resources Dept,15.1,97,122680000,89.1,0,2025-10-21,Stage 4 of 5,100.0,Medium,30,2026-08-07,0.007,N,46
LA-2025-0523,Tamil Nadu,Coimbatore,11.1729,79.0075,Railway,Ministry of Railways,16.2,33,142046000,27.0,0,2025-01-09,Stage 1 of 5,25.2,High,173,2026-07-04,0.515,Y,268
LA-2022-0524,Tamil Nadu,Madurai,10.9169,78.0873,Industrial Corridor,DMIC/NICDC,26.9,72,182831000,22.5,2,2022-03-20,Stage 1 of 5,18.4,Low,289,2026-08-11,0.513,Y,435
LA-2022-0525,West Bengal,Nadia,23.4809,88.394,Power Transmission,Power Grid Corp,16.4,105,86366000,14.9,5,2022-10-10,Stage 2 of 5,9.8,Medium,296,2026-06-02,0.793,Y,733
LA-2024-0526,Bihar,Gaya,24.9208,85.7828,Highway,NHAI,20.5,31,67406000,12.2,8,2024-10-11,Stage 3 of 5,17.7,Medium,301,2026-04-14,0.85,Y,105
LA-2022-0527,Madhya Pradesh,Jabalpur,22.5303,78.7425,Highway,State PWD,26.9,48,224624000,71.3,2,2022-05-25,Stage 4 of 5,49.4,Medium,193,2026-08-17,0.273,N,44
LA-2024-0528,Rajasthan,Jodhpur,27.2351,74.0463,Railway,State Railway Infra Corp,14.6,68,143361000,47.7,0,2024-11-01,Stage 2 of 5,42.0,Low,145,2026-08-13,0.258,N,1
LA-2022-0529,Bihar,Muzaffarpur,24.7252,84.7319,Railway,State Railway Infra Corp,49.1,316,222462000,67.9,0,2022-12-09,Stage 4 of 5,49.0,Medium,362,2026-08-25,0.193,N,7
LA-2024-0530,Maharashtra,Raigad,19.3116,75.8994,Industrial Corridor,DMIC/NICDC,10.9,68,97219000,48.2,0,2024-11-28,Stage 2 of 5,42.4,Low,163,2026-08-16,0.232,N,3
LA-2022-0531,Andhra Pradesh,Visakhapatnam,16.4721,80.2963,Railway,State Railway Infra Corp,10.5,116,37593000,65.6,0,2022-10-24,Stage 3 of 5,48.2,High,348,2026-07-14,0.051,N,15
LA-2021-0532,Odisha,Khordha,20.3997,84.8973,Railway,Ministry of Railways,109.1,873,1108480000,16.5,1,2021-06-02,Stage 1 of 5,31.7,Low,80,2026-06-05,0.461,Y,248
LA-2021-0533,West Bengal,Howrah,22.8949,87.4619,Industrial Corridor,DMIC/NICDC,29.8,102,109835000,60.3,0,2021-05-27,Stage 3 of 5,62.6,Medium,234,2026-08-23,0.221,N,5
LA-2024-0534,Karnataka,Belagavi,15.3931,75.3086,Highway,NHAI,21.5,129,205285000,27.4,3,2024-07-14,Stage 2 of 5,21.2,Low,211,2026-07-29,0.581,Y,547
LA-2021-0535,Tamil Nadu,Salem,10.7413,78.9652,Highway,NHAI,8.7,63,58493000,20.4,2,2021-08-02,Stage 1 of 5,19.2,Medium,197,2026-03-13,0.479,Y,524
LA-2021-0536,Tamil Nadu,Madurai,10.564,78.9255,Power Transmission,Power Grid Corp,23.2,212,234059000,100.0,0,2021-08-07,Stage 5 of 5,90.1,Medium,204,2026-08-18,0.0,N,3
LA-2021-0537,Karnataka,Hubballi-Dharwad,15.6577,75.4761,Railway,State Railway Infra Corp,46.5,239,438786000,64.9,1,2021-06-04,Stage 4 of 5,51.9,Medium,134,2026-08-23,0.283,N,27
LA-2021-0538,Bihar,Bhagalpur,25.2976,85.2284,Railway,State Railway Infra Corp,14.4,35,128281000,50.4,0,2021-04-23,Stage 3 of 5,34.6,Medium,235,2026-07-25,0.356,Y,324
LA-2023-0539,Karnataka,Belagavi,14.7405,75.7163,Irrigation/Water Res.,State Water Resources Dept,10.6,97,78847000,53.4,0,2023-06-24,Stage 3 of 5,62.8,High,196,2026-08-26,0.205,N,45
LA-2023-0540,Andhra Pradesh,Vijayawada,16.3879,79.4696,Highway,State PWD,30.2,209,286916000,50.6,0,2023-01-02,Stage 3 of 5,43.9,High,299,2026-07-29,0.271,N,4
LA-2020-0541,Bihar,Patna,24.5492,85.0066,Industrial Corridor,DMIC/NICDC,47.2,281,182094000,65.6,0,2020-11-13,Stage 3 of 5,62.7,Medium,387,2026-08-23,0.306,Y,694
LA-2021-0542,Bihar,Darbhanga,24.6543,85.5103,Highway,NHAI,4.9,19,13647000,62.9,0,2021-08-14,Stage 3 of 5,56.5,High,117,2026-08-24,0.24,N,0
LA-2022-0543,Rajasthan,Jaipur,27.3013,74.4151,Highway,State PWD,50.5,298,171753000,77.0,2,2022-05-18,Stage 5 of 5,70.6,Medium,95,2026-08-21,0.218,N,29
LA-2022-0544,Andhra Pradesh,Guntur,15.5168,79.5997,Power Transmission,State Electricity Board,24.9,86,77584000,44.7,8,2022-08-01,Stage 4 of 5,27.3,Low,229,2026-08-02,0.79,Y,452
LA-2023-0545,Odisha,Khordha,21.4762,84.6034,Irrigation/Water Res.,State Water Resources Dept,12.0,31,73704000,59.7,0,2023-12-20,Stage 3 of 5,67.1,Medium,164,2026-08-08,0.162,N,8
LA-2024-0546,Tamil Nadu,Chennai,11.3535,78.3957,Railway,Ministry of Railways,9.5,39,37882000,63.8,0,2024-02-08,Stage 3 of 5,58.0,Low,131,2026-08-24,0.283,N,52
LA-2022-0547,Rajasthan,Udaipur,26.4878,74.635,Irrigation/Water Res.,State Water Resources Dept,14.6,111,91872000,18.8,2,2022-10-23,Stage 1 of 5,20.6,Medium,160,2026-08-18,0.546,Y,790
LA-2021-0548,Madhya Pradesh,Bhopal,23.0095,79.0545,Railway,Ministry of Railways,21.4,48,115961000,53.7,8,2021-10-05,Stage 5 of 5,48.6,Medium,247,2026-06-26,0.766,Y,940
LA-2021-0549,Odisha,Cuttack,20.8236,85.4901,Highway,NHAI,105.8,449,766950000,48.7,0,2021-11-28,Stage 3 of 5,37.8,Low,248,2026-08-26,0.14,N,16
LA-2024-0550,Maharashtra,Aurangabad,19.9751,75.3687,Power Transmission,State Electricity Board,46.4,82,338221000,51.6,0,2024-10-13,Stage 2 of 5,41.4,Medium,192,2026-08-19,0.238,N,4
LA-2022-0551,Madhya Pradesh,Jabalpur,23.2409,78.8843,Urban Infra/Metro,Urban Dev. Authority,31.6,89,298113000,49.5,0,2022-04-20,Stage 2 of 5,49.1,Medium,151,2026-07-29,0.275,N,27
LA-2023-0552,Uttar Pradesh,Agra,26.6542,80.7485,Highway,NHAI,2.6,24,25250000,97.4,0,2023-06-07,Stage 5 of 5,81.3,Medium,286,2026-08-23,0.158,N,18
LA-2021-0553,Andhra Pradesh,Kurnool,15.6158,79.8318,Urban Infra/Metro,State Metro Rail Corp,16.9,81,70463000,60.1,0,2021-09-18,Stage 3 of 5,59.4,Low,249,2026-08-22,0.194,N,8
LA-2024-0554,Gujarat,Rajkot,22.7928,71.2502,Urban Infra/Metro,Urban Dev. Authority,56.8,319,464491000,40.5,0,2024-09-27,Stage 2 of 5,14.4,Medium,161,2026-08-23,0.248,N,1
LA-2022-0555,Maharashtra,Nashik,19.5639,75.8265,Highway,NHAI,12.0,53,94304000,62.2,3,2022-09-25,Stage 4 of 5,55.3,High,265,2026-07-07,0.347,Y,255
LA-2023-0556,Tamil Nadu,Madurai,11.3236,78.5539,Highway,NHAI,30.1,234,295269000,89.5,0,2023-10-10,Stage 5 of 5,71.4,Medium,215,2026-08-25,0.074,N,2
LA-2025-0557,Maharashtra,Aurangabad,19.9955,76.1834,Irrigation/Water Res.,State Water Resources Dept,20.3,94,101132000,34.3,5,2025-01-04,Stage 3 of 5,18.0,Low,197,2025-11-16,0.847,Y,192
LA-2025-0558,Karnataka,Mysuru,15.7789,75.4975,Railway,State Railway Infra Corp,3.2,36,28667000,74.3,0,2025-11-25,Stage 3 of 5,68.4,Medium,20,2026-08-18,0.069,N,7
LA-2023-0559,West Bengal,Kolkata,23.3013,87.7702,Highway,State PWD,7.7,29,41120000,68.9,0,2023-12-19,Stage 4 of 5,52.4,Medium,311,2026-08-26,0.201,N,0
LA-2023-0560,Maharashtra,Thane,19.4311,76.2005,Highway,State PWD,37.0,79,216786000,62.7,4,2023-07-14,Stage 5 of 5,61.9,Low,145,2026-07-02,0.426,Y,267
LA-2022-0561,Uttar Pradesh,Lucknow,26.5895,81.3839,Power Transmission,State Electricity Board,15.6,59,102129000,50.1,0,2022-02-13,Stage 2 of 5,32.6,High,330,2026-08-11,0.239,N,1
LA-2022-0562,Bihar,Bhagalpur,24.7435,85.1964,Highway,NHAI,6.3,46,31703000,0.0,12,2022-07-07,Stage 1 of 5,0.0,Medium,147,2026-02-16,1.22,Y,391
LA-2022-0563,Uttar Pradesh,Lucknow,27.3014,81.3463,Urban Infra/Metro,Urban Dev. Authority,66.0,205,334356000,37.3,1,2022-11-27,Stage 2 of 5,28.6,Medium,262,2026-06-15,0.418,Y,270
LA-2023-0564,Rajasthan,Jaipur,27.5155,74.229,Industrial Corridor,State Industrial Dev. Corp,4.9,25,30471000,71.3,0,2023-01-09,Stage 4 of 5,60.8,High,234,2026-08-24,0.109,N,3
LA-2024-0565,West Bengal,Kolkata,23.2321,88.1096,Highway,NHAI,6.2,47,30587000,38.1,0,2024-02-11,Stage 1 of 5,31.1,High,64,2026-08-23,0.247,N,2
LA-2025-0566,Uttar Pradesh,Meerut,26.6831,80.7944,Urban Infra/Metro,Urban Dev. Authority,4.1,15,26067000,75.8,0,2025-08-22,Stage 4 of 5,62.9,Medium,123,2026-08-24,0.117,N,4
LA-2023-0567,Rajasthan,Jodhpur,26.6626,74.5623,Railway,Ministry of Railways,20.8,121,184389000,34.1,0,2023-06-06,Stage 1 of 5,32.3,High,247,2026-08-27,0.247,N,54
LA-2021-0568,Rajasthan,Jodhpur,27.4807,74.5271,Irrigation/Water Res.,State Water Resources Dept,39.2,158,343447000,86.7,0,2021-07-02,Stage 5 of 5,99.4,High,123,2026-08-11,0.198,N,19
LA-2020-0569,Karnataka,Mysuru,15.2626,75.6829,Railway,Ministry of Railways,25.2,56,175800000,27.6,0,2020-10-17,Stage 1 of 5,20.5,Low,125,2026-08-25,0.184,N,16
LA-2021-0570,Maharashtra,Satara,19.7506,75.5183,Highway,NHAI,49.4,102,466334000,65.9,0,2021-07-22,Stage 3 of 5,52.9,Medium,184,2026-08-17,0.204,N,32
LA-2025-0571,Maharashtra,Nashik,19.2893,75.1715,Irrigation/Water Res.,State Water Resources Dept,31.1,206,152376000,55.9,0,2025-08-21,Stage 3 of 5,31.6,Medium,185,2026-08-22,0.222,N,2
LA-2026-0572,Uttar Pradesh,Meerut,27.1974,80.8455,Highway,NHAI,18.3,35,72861000,56.7,1,2026-01-30,Stage 3 of 5,39.8,Low,172,2026-08-12,0.256,N,1
LA-2025-0573,Andhra Pradesh,Guntur,15.3675,79.3294,Highway,NHAI,37.5,259,268659000,48.6,0,2025-08-01,Stage 2 of 5,38.5,Medium,134,2026-08-20,0.154,N,29
LA-2024-0574,Madhya Pradesh,Indore,22.9348,78.3869,Highway,State PWD,23.2,90,127871000,77.8,0,2024-12-06,Stage 4 of 5,75.1,Medium,228,2026-06-29,0.073,N,51
LA-2022-0575,Gujarat,Surat,21.7435,71.2416,Power Transmission,Power Grid Corp,15.3,128,52862000,100.0,0,2022-06-09,Stage 5 of 5,92.5,High,142,2026-08-02,0.046,N,1
LA-2021-0576,Uttar Pradesh,Kanpur,26.3317,80.8265,Irrigation/Water Res.,State Water Resources Dept,5.3,15,33931000,46.2,0,2021-06-09,Stage 2 of 5,48.8,High,141,2026-08-21,0.216,N,15
LA-2023-0577,Odisha,Cuttack,20.3807,85.231,Industrial Corridor,State Industrial Dev. Corp,9.8,31,64616000,76.9,0,2023-07-31,Stage 4 of 5,62.7,Low,328,2026-08-18,0.195,N,23
LA-2022-0578,Tamil Nadu,Madurai,11.6438,78.5709,Railway,Ministry of Railways,17.7,51,66097000,79.2,0,2022-10-12,Stage 5 of 5,60.3,Medium,372,2026-08-24,0.155,N,12
LA-2025-0579,Uttar Pradesh,Agra,27.2158,80.4108,Highway,State PWD,11.1,13,73759000,91.9,0,2025-07-17,Stage 5 of 5,73.5,High,167,2026-08-23,0.123,N,7
LA-2021-0580,West Bengal,Kolkata,23.3435,87.6171,Power Transmission,Power Grid Corp,49.9,96,157241000,100.0,0,2021-07-14,Stage 5 of 5,82.5,Medium,230,2026-07-28,0.0,N,27
LA-2021-0581,Uttar Pradesh,Ghaziabad,27.2348,80.5313,Railway,Ministry of Railways,65.3,56,390442000,73.8,1,2021-07-01,Stage 4 of 5,75.0,Medium,139,2026-08-27,0.248,N,16
LA-2023-0582,Bihar,Gaya,25.2743,84.747,Highway,State PWD,18.0,53,100299000,84.5,1,2023-06-30,Stage 5 of 5,86.9,High,223,2026-08-27,0.0,N,43
LA-2022-0583,Odisha,Khordha,21.0862,84.9508,Highway,NHAI,64.9,46,143330000,91.7,0,2022-05-15,Stage 5 of 5,76.3,Medium,204,2026-07-28,0.0,N,4
LA-2021-0584,Gujarat,Rajkot,22.1548,70.6796,Industrial Corridor,DMIC/NICDC,15.9,111,106435000,11.2,8,2021-12-31,Stage 2 of 5,8.8,High,273,2026-04-23,0.93,Y,937
LA-2021-0585,West Bengal,Hooghly,23.4334,88.2892,Urban Infra/Metro,State Metro Rail Corp,20.1,98,98131000,91.4,0,2021-03-12,Stage 5 of 5,48.7,Medium,165,2026-08-24,0.071,N,1
LA-2024-0586,Uttar Pradesh,Varanasi,26.829,81.2879,Railway,Ministry of Railways,9.5,33,42966000,41.7,1,2024-11-28,Stage 2 of 5,31.4,Medium,387,2026-05-29,0.369,Y,691
LA-2023-0587,Gujarat,Bharuch,21.7575,71.3325,Highway,NHAI,9.1,58,45163000,76.6,2,2023-12-28,Stage 4 of 5,78.1,High,182,2026-06-24,0.347,Y,171
LA-2024-0588,Andhra Pradesh,Anantapur,15.3602,79.5759,Irrigation/Water Res.,State Water Resources Dept,6.7,60,64102000,100.0,0,2024-08-07,Stage 5 of 5,76.2,Medium,333,2026-08-23,0.141,N,6
LA-2025-0589,Rajasthan,Alwar,26.9088,74.3676,Power Transmission,Power Grid Corp,15.9,198,169678000,85.0,0,2025-03-21,Stage 4 of 5,74.5,Low,232,2026-08-12,0.095,N,2
LA-2022-0590,Tamil Nadu,Chennai,11.3427,78.4784,Highway,State PWD,6.4,43,23040000,90.3,0,2022-03-01,Stage 5 of 5,78.7,Low,350,2026-08-26,0.134,N,15
LA-2023-0591,Maharashtra,Satara,19.3058,75.2236,Highway,State PWD,37.2,203,281567000,69.6,1,2023-11-30,Stage 4 of 5,79.8,High,250,2026-08-23,0.141,N,0
LA-2023-0592,Tamil Nadu,Salem,11.553,78.3601,Railway,Ministry of Railways,4.4,23,35433000,72.5,0,2023-09-21,Stage 4 of 5,50.0,Low,76,2026-08-20,0.191,N,25
LA-2021-0593,Odisha,Ganjam,21.4971,85.5179,Urban Infra/Metro,Urban Dev. Authority,5.5,29,54496000,68.6,0,2021-06-08,Stage 3 of 5,40.6,Medium,20,2026-08-09,0.136,N,3
LA-2025-0594,Bihar,Patna,25.6463,85.0261,Industrial Corridor,State Industrial Dev. Corp,19.2,103,169385000,88.8,1,2025-07-27,Stage 4 of 5,98.5,Medium,253,2026-08-23,0.0,N,3
LA-2022-0595,Gujarat,Vadodara,22.4813,70.7369,Highway,NHAI,3.7,24,20356000,98.7,0,2022-07-18,Stage 5 of 5,100.0,Medium,187,2026-08-16,0.054,N,4
LA-2021-0596,Bihar,Patna,25.1638,85.3342,Power Transmission,Power Grid Corp,6.2,38,33011000,58.1,0,2021-05-10,Stage 3 of 5,45.5,Medium,250,2026-08-19,0.103,N,2
LA-2024-0597,Rajasthan,Udaipur,26.4748,74.1216,Railway,State Railway Infra Corp,14.2,140,143073000,33.5,0,2024-05-03,Stage 2 of 5,22.5,Low,115,2026-07-24,0.413,Y,89
LA-2021-0598,Tamil Nadu,Salem,11.3737,78.8732,Highway,State PWD,8.8,78,43793000,53.9,0,2021-06-21,Stage 3 of 5,30.5,Low,49,2026-08-21,0.21,N,12
LA-2025-0599,Rajasthan,Alwar,27.1219,74.006,Railway,State Railway Infra Corp,15.9,41,140937000,65.2,0,2025-10-22,Stage 3 of 5,59.4,Low,219,2026-06-30,0.239,N,7
LA-2026-0600,Tamil Nadu,Chennai,11.675,78.2986,Power Transmission,Power Grid Corp,6.3,29,36865000,85.2,0,2026-01-14,Stage 5 of 5,69.3,Medium,261,2026-08-03,0.06,N,37
LA-2024-0601,West Bengal,Howrah,22.7759,87.5379,Railway,State Railway Infra Corp,26.3,92,139211000,81.7,0,2024-04-21,Stage 4 of 5,65.8,Low,173,2026-08-26,0.198,N,3
LA-2020-0602,Maharashtra,Aurangabad,19.8782,75.9297,Irrigation/Water Res.,State Water Resources Dept,15.0,58,72384000,72.1,0,2020-09-30,Stage 3 of 5,75.2,Low,248,2026-08-14,0.136,N,7
LA-2024-0603,Odisha,Ganjam,21.1519,85.5784,Highway,State PWD,56.8,325,299262000,67.1,2,2024-05-09,Stage 3 of 5,48.7,High,174,2026-08-21,0.321,Y,290
LA-2023-0604,Uttar Pradesh,Meerut,26.4969,81.2643,Urban Infra/Metro,Urban Dev. Authority,28.9,143,159940000,56.3,2,2023-05-19,Stage 3 of 5,53.9,Medium,482,2026-08-26,0.264,N,7
LA-2021-0605,Andhra Pradesh,Kurnool,15.9493,79.8586,Urban Infra/Metro,Urban Dev. Authority,10.2,56,40989000,98.1,0,2021-12-22,Stage 5 of 5,73.1,Medium,135,2026-08-25,0.0,N,4
LA-2022-0606,Madhya Pradesh,Bhopal,23.0635,78.9427,Railway,State Railway Infra Corp,81.3,379,692207000,85.2,0,2022-10-20,Stage 4 of 5,61.5,Low,238,2026-08-27,0.121,N,13
LA-2021-0607,Maharashtra,Aurangabad,19.2248,76.2442,Power Transmission,State Electricity Board,3.7,18,32029000,87.0,0,2021-08-24,Stage 4 of 5,69.4,High,136,2026-08-24,0.042,N,1
LA-2024-0608,Tamil Nadu,Madurai,10.5891,78.4612,Industrial Corridor,DMIC/NICDC,40.5,80,160912000,57.4,0,2024-09-15,Stage 3 of 5,35.2,High,320,2026-08-14,0.266,N,3
LA-2024-0609,Uttar Pradesh,Noida,27.4315,81.0181,Industrial Corridor,DMIC/NICDC,12.2,34,60299000,33.4,4,2024-01-31,Stage 3 of 5,32.7,High,270,2026-08-24,0.513,Y,53
LA-2021-0610,Tamil Nadu,Chennai,11.1876,78.2034,Highway,NHAI,10.5,47,32951000,39.3,1,2021-11-17,Stage 2 of 5,50.8,Low,194,2026-08-23,0.265,N,3
LA-2022-0611,Gujarat,Ahmedabad,22.4806,71.7489,Urban Infra/Metro,State Metro Rail Corp,6.1,68,19884000,82.9,0,2022-09-04,Stage 4 of 5,67.0,High,152,2026-08-23,0.072,N,0
LA-2020-0612,Uttar Pradesh,Varanasi,26.312,81.1342,Power Transmission,Power Grid Corp,6.0,46,30323000,60.5,0,2020-10-19,Stage 3 of 5,34.7,High,162,2026-08-05,0.117,N,2
LA-2025-0613,Tamil Nadu,Madurai,11.2627,79.0416,Railway,Ministry of Railways,6.1,19,40322000,74.6,0,2025-03-04,Stage 4 of 5,59.4,Medium,133,2026-08-24,0.158,N,6
LA-2024-0614,Uttar Pradesh,Agra,27.1966,81.4927,Railway,Ministry of Railways,22.2,294,160847000,77.2,0,2024-05-01,Stage 4 of 5,68.7,High,93,2026-08-18,0.131,N,20
LA-2025-0615,Maharashtra,Thane,19.6274,75.7226,Urban Infra/Metro,Urban Dev. Authority,6.8,13,43646000,75.0,0,2025-11-25,Stage 4 of 5,69.8,Low,134,2026-08-26,0.077,N,6
LA-2024-0616,Andhra Pradesh,Visakhapatnam,15.8139,79.5007,Irrigation/Water Res.,State Water Resources Dept,12.9,46,61928000,100.0,0,2024-01-12,Stage 5 of 5,87.2,High,342,2026-08-20,0.067,N,11
LA-2021-0617,Odisha,Sundargarh,21.1562,84.6505,Railway,State Railway Infra Corp,5.5,39,24636000,47.8,0,2021-08-04,Stage 3 of 5,15.8,Medium,247,2026-08-17,0.24,N,2
LA-2022-0618,Tamil Nadu,Chennai,11.3824,79.1153,Railway,State Railway Infra Corp,46.4,598,356410000,54.6,0,2022-01-08,Stage 3 of 5,44.8,Low,161,2026-08-18,0.216,N,1
LA-2021-0619,Bihar,Darbhanga,25.3542,85.2975,Railway,State Railway Infra Corp,23.9,182,132295000,15.3,5,2021-12-18,Stage 2 of 5,15.8,Medium,321,2026-05-24,0.773,Y,1047
LA-2021-0620,West Bengal,Hooghly,23.5822,87.3949,Power Transmission,Power Grid Corp,2.0,12,6863000,77.7,0,2021-03-03,Stage 4 of 5,68.7,Medium,182,2026-08-26,0.101,N,2
LA-2023-0621,Gujarat,Bharuch,22.7165,71.5417,Irrigation/Water Res.,State Water Resources Dept,13.8,41,89946000,56.5,0,2023-08-04,Stage 3 of 5,56.9,Medium,43,2026-08-24,0.252,N,32
LA-2022-0622,Bihar,Gaya,25.5154,85.4521,Highway,State PWD,75.0,164,648138000,55.7,0,2022-05-17,Stage 3 of 5,51.0,Medium,259,2026-07-17,0.205,N,32
LA-2023-0623,Maharashtra,Nagpur,20.1933,75.2688,Irrigation/Water Res.,State Water Resources Dept,8.2,48,24549000,52.5,0,2023-12-28,Stage 2 of 5,42.0,High,205,2026-07-24,0.244,N,0
LA-2025-0624,Gujarat,Vadodara,21.7486,70.7247,Railway,State Railway Infra Corp,19.0,96,91565000,74.9,0,2025-03-19,Stage 4 of 5,68.9,Low,183,2026-06-15,0.173,N,14
LA-2025-0625,Karnataka,Bengaluru Rural,14.9763,76.1299,Railway,State Railway Infra Corp,15.6,56,145983000,99.3,0,2025-01-23,Stage 5 of 5,100.0,Low,114,2026-08-23,0.0,N,5
LA-2020-0626,Bihar,Darbhanga,24.6147,84.7639,Irrigation/Water Res.,State Water Resources Dept,2.0,25,21123000,98.0,0,2020-10-12,Stage 5 of 5,79.6,Low,112,2026-08-19,0.148,N,38
LA-2024-0627,Andhra Pradesh,Kurnool,15.4813,79.5854,Industrial Corridor,State Industrial Dev. Corp,4.7,15,24024000,56.8,0,2024-12-04,Stage 2 of 5,31.6,Medium,280,2026-08-24,0.241,N,16
LA-2024-0628,Rajasthan,Udaipur,26.6411,74.271,Urban Infra/Metro,State Metro Rail Corp,46.3,241,453308000,44.2,0,2024-03-26,Stage 2 of 5,44.2,High,111,2026-08-16,0.222,N,21
LA-2020-0629,Uttar Pradesh,Noida,26.5503,81.5169,Power Transmission,State Electricity Board,12.8,60,63389000,61.9,1,2020-11-14,Stage 3 of 5,45.9,Medium,74,2026-08-23,0.374,Y,70
LA-2024-0630,Bihar,Bhagalpur,25.1942,85.3396,Railway,State Railway Infra Corp,9.6,58,68103000,95.4,0,2024-08-05,Stage 5 of 5,70.4,High,164,2026-08-24,0.137,N,28
LA-2023-0631,Gujarat,Vadodara,21.6913,70.9083,Industrial Corridor,State Industrial Dev. Corp,14.0,23,51246000,73.9,0,2023-01-06,Stage 3 of 5,63.6,Medium,174,2026-08-23,0.217,N,4
LA-2024-0632,Maharashtra,Nagpur,19.5723,75.4037,Highway,NHAI,33.5,112,114757000,65.8,2,2024-04-24,Stage 4 of 5,57.6,High,350,2026-07-11,0.3,Y,272
LA-2025-0633,Rajasthan,Alwar,27.2948,74.5662,Highway,NHAI,66.7,70,591766000,34.6,1,2025-04-26,Stage 1 of 5,29.5,Low,123,2026-03-03,0.348,Y,517
LA-2021-0634,Gujarat,Surat,22.0729,70.8155,Highway,NHAI,98.6,517,974744000,82.2,0,2021-08-03,Stage 4 of 5,80.1,Low,45,2026-07-21,0.109,N,3
LA-2021-0635,Odisha,Khordha,21.1872,84.7852,Highway,NHAI,4.3,13,17043000,34.9,0,2021-10-11,Stage 1 of 5,31.6,Low,302,2026-07-22,0.364,Y,146
LA-2023-0636,Bihar,Muzaffarpur,25.3707,85.2427,Railway,State Railway Infra Corp,50.7,84,129250000,29.5,2,2023-08-20,Stage 2 of 5,19.9,Low,159,2026-05-29,0.552,Y,101
LA-2021-0637,West Bengal,Nadia,22.9057,88.0252,Urban Infra/Metro,Urban Dev. Authority,13.3,23,119396000,52.3,0,2021-08-21,Stage 3 of 5,50.6,Medium,38,2026-08-18,0.16,N,4
LA-2024-0638,Maharashtra,Nagpur,19.8106,75.1155,Railway,State Railway Infra Corp,7.6,71,52504000,82.0,1,2024-08-08,Stage 5 of 5,75.2,Medium,324,2026-08-27,0.255,N,1
LA-2023-0639,Maharashtra,Nashik,19.6716,75.2652,Railway,State Railway Infra Corp,36.9,297,354173000,58.8,2,2023-08-05,Stage 4 of 5,38.0,High,148,2026-08-03,0.293,N,10
LA-2026-0640,Bihar,Darbhanga,25.3887,85.7407,Highway,NHAI,3.8,9,8697000,80.7,0,2026-03-17,Stage 5 of 5,73.4,Low,363,2026-07-19,0.018,N,8
LA-2022-0641,Rajasthan,Jaipur,26.5467,73.7757,Irrigation/Water Res.,State Water Resources Dept,31.1,70,117310000,71.1,0,2022-03-14,Stage 3 of 5,45.3,Low,211,2026-08-02,0.266,N,9
LA-2026-0642,Uttar Pradesh,Noida,26.2678,81.0892,Railway,Ministry of Railways,37.2,158,284829000,62.9,0,2026-01-03,Stage 3 of 5,45.2,Medium,324,2026-07-24,0.319,Y,224
LA-2022-0643,Madhya Pradesh,Bhopal,23.2422,78.7181,Industrial Corridor,DMIC/NICDC,56.1,522,349500000,50.8,1,2022-08-10,Stage 3 of 5,51.4,Low,213,2026-08-01,0.251,N,48
LA-2021-0644,Odisha,Ganjam,21.4719,84.7627,Power Transmission,State Electricity Board,15.3,101,96275000,82.1,0,2021-12-04,Stage 4 of 5,70.0,Low,196,2026-08-18,0.0,N,7
LA-2021-0645,Uttar Pradesh,Varanasi,27.1696,80.8189,Industrial Corridor,DMIC/NICDC,11.9,33,95055000,69.1,0,2021-08-16,Stage 4 of 5,64.3,Medium,150,2026-08-26,0.248,N,0
LA-2021-0646,West Bengal,Nadia,22.7233,88.4257,Highway,State PWD,12.7,115,104183000,13.3,2,2021-08-23,Stage 1 of 5,0.0,Medium,48,2026-08-20,0.54,Y,70
LA-2025-0647,Odisha,Cuttack,20.3929,85.6776,Power Transmission,Power Grid Corp,7.0,34,31029000,58.8,0,2025-09-12,Stage 3 of 5,42.6,Medium,113,2026-07-14,0.307,Y,390
LA-2024-0648,Uttar Pradesh,Ghaziabad,26.3139,80.4914,Urban Infra/Metro,Urban Dev. Authority,7.4,73,62132000,43.0,1,2024-09-27,Stage 2 of 5,25.8,High,218,2026-05-30,0.436,Y,692
LA-2023-0649,Maharashtra,Pune,19.5328,76.3033,Railway,State Railway Infra Corp,12.6,96,54613000,70.5,5,2023-01-08,Stage 5 of 5,49.1,Medium,322,2026-02-12,0.551,Y,448
LA-2023-0650,Uttar Pradesh,Kanpur,27.2102,80.8258,Highway,State PWD,8.4,29,22625000,64.5,0,2023-11-15,Stage 3 of 5,47.3,High,126,2026-08-26,0.289,N,14
LA-2022-0651,Tamil Nadu,Tiruchirappalli,11.3138,78.7678,Highway,State PWD,8.5,61,85972000,33.4,0,2022-01-10,Stage 1 of 5,20.7,Medium,117,2026-08-26,0.114,N,12
LA-2025-0652,Maharashtra,Pune,20.2786,75.3379,Highway,NHAI,6.1,14,18907000,0.0,5,2025-03-01,Stage 2 of 5,10.4,High,118,2026-07-29,0.623,Y,122
LA-2025-0653,Rajasthan,Alwar,27.1303,74.6664,Industrial Corridor,State Industrial Dev. Corp,40.6,424,422057000,36.5,3,2025-06-10,Stage 2 of 5,35.3,High,374,2026-07-17,0.41,Y,628
